ID	Changed	Total_AP	Changes	Original	Generated
BASIC5000_0400	2	4	]@3(asa]re)→]@5(are]ta) | ]@3(ono]o)=同じ | ]@3(abe]na)=同じ | ]@6(ase]N)→]@2(ike]ma)	^-d-a-[-s-a-]-r-e-t-a-#-m-o-[-n-o-]-o-#-t-a-[-b-e-]-n-a-k-u-t-e-w-a-#-i-[-k-e-m-a-s-e-]-N-$	^-d-a-[-s-a-r-e-]-t-a-#-m-o-[-n-o-]-o-#-t-a-[-b-e-]-n-a-k-u-t-e-w-a-#-i-[-k-e-]-m-a-s-e-N-$
BASIC5000_0401	6	9	平板→]@4(Nnyo]oo) | ]@3(ashi]Nn)=同じ | ]@8(ake]de)=同じ | 平板→]@3(uai]ga) | ]@3(aru]i)=同じ | ]@5(oro]o)→]@3(oko]ro) | 平板→]@4(Nda]Nsh) | 平板→]@4(isho]ho) | ]@11(eru]Nd)→]@7(eku]re)	^-k-e-[-N-ny-o-o-o-#-m-a-[-sh-i-]-N-n-i-#-i-[-r-e-r-u-d-a-k-e-]-d-e-_-g-u-[-a-i-g-a-#-w-a-[-r-u-]-i-#-t-o-[-k-o-r-o-]-o-#-sh-i-[-N-d-a-N-sh-i-t-e-_-t-a-[-i-sh-o-h-o-o-o-#-o-[-sh-i-e-t-e-k-u-r-e-r-u-]-N-d-a-$	^-k-e-[-N-ny-o-]-o-o-#-m-a-[-sh-i-]-N-n-i-#-i-[-r-e-r-u-d-a-k-e-]-d-e-_-g-u-[-a-i-]-g-a-#-w-a-[-r-u-]-i-#-t-o-[-k-o-]-r-o-o-#-sh-i-[-N-d-a-]-N-sh-i-t-e-_-t-a-[-i-sh-o-]-h-o-o-o-#-o-[-sh-i-e-t-e-k-u-]-r-e-r-u-N-d-a-$
BASIC5000_0402	4	5	]@3(atsu]shi)=同じ | ]@7(oga]ish)→]@8(gai]sha) | ]@9(ome]de)→]@7(eno]me) | ]@3(ira]re)→]@5(are]te) | 平板→]@2(ima]su)	^-m-a-[-ts-u-]-sh-i-t-a-w-a-_-ky-o-[-o-s-o-o-g-a-]-i-sh-a-k-a-r-a-#-s-o-[-N-k-e-e-n-o-m-e-]-d-e-#-m-i-[-r-a-]-r-e-t-e-#-i-[-m-a-s-u-n-e-?-$	^-m-a-[-ts-u-]-sh-i-t-a-w-a-_-ky-o-[-o-s-o-o-g-a-i-]-sh-a-k-a-r-a-#-s-o-[-N-k-e-e-n-o-]-m-e-d-e-#-m-i-[-r-a-r-e-]-t-e-#-i-[-m-a-]-s-u-n-e-?-$
BASIC5000_0403	5	6	平板→]@3(ata]shi) | ]@3(ozo]Nj)→]@6(Nji]no) | ]@1(yo]od)→]@6(esu]ga) | 平板→]@3(ata]shi) | ]@2(ana]ta)=同じ | ]@7(ase]N)→]@5(ima]se)	^-w-a-[-t-a-sh-i-o-#-g-o-[-z-o-]-N-j-i-n-o-#-y-o-]-o-d-e-s-u-g-a-_-w-a-[-t-a-sh-i-w-a-#-a-[-n-a-]-t-a-o-#-sh-i-[-r-i-m-a-s-e-]-N-$	^-w-a-[-t-a-]-sh-i-o-#-g-o-[-z-o-N-j-i-]-n-o-#-y-o-[-o-d-e-s-u-]-g-a-_-w-a-[-t-a-]-sh-i-w-a-#-a-[-n-a-]-t-a-o-#-sh-i-[-r-i-m-a-]-s-e-N-$
BASIC5000_0404	5	5	]@1(ju]Ns)→]@4(Nsa]wa) | ]@0(i]tsu)→]@4(umo]no) | ]@1(yo]on)→]@2(yoo]ni) | ]@1(ya]ka)→]@3(aka]Nn) | ]@10(uda]clt)→]@4(Nka]ich)	^-j-u-]-N-s-a-w-a-_-i-]-ts-u-m-o-n-o-#-y-o-]-o-n-i-_-y-a-]-k-a-N-n-o-#-j-u-[-N-k-a-i-ch-u-u-d-a-]-cl-t-a-$	^-j-u-[-N-s-a-]-w-a-_-i-[-ts-u-m-o-]-n-o-#-y-o-[-o-]-n-i-_-y-a-[-k-a-]-N-n-o-#-j-u-[-N-k-a-]-i-ch-u-u-d-a-cl-t-a-$
BASIC5000_0405	3	5	]@1(de]te)→]@8(ita]i) | ]@3(oki]ni)=同じ | ]@3(iyu]un)=同じ | ]@1(de]te)→]@3(ete]icl) | ]@0(i]id)→]@3(ide]su)	^-d-e-]-t-e-i-k-i-t-a-i-#-t-o-[-k-i-]-n-i-_-j-i-[-y-u-]-u-n-i-#-d-e-]-t-e-i-cl-t-e-#-i-]-i-d-e-s-u-$	^-d-e-[-t-e-i-k-i-t-a-]-i-#-t-o-[-k-i-]-n-i-_-j-i-[-y-u-]-u-n-i-#-d-e-[-t-e-]-i-cl-t-e-#-i-[-i-d-e-]-s-u-$
BASIC5000_0406	4	5	平板→]@6(achi]ga) | ]@6(ona]ku)→]@4(Nto]na) | ]@8(clpo]i)=同じ | ]@1(yo]on)→]@2(yoo]na) | 平板→]@5(asu]ru)	^-i-[-d-e-d-a-ch-i-g-a-_-n-a-[-N-t-o-n-a-]-k-u-#-k-i-[-z-o-k-u-cl-p-o-]-i-#-y-o-]-o-n-a-#-k-i-[-g-a-s-u-r-u-$	^-i-[-d-e-d-a-ch-i-]-g-a-_-n-a-[-N-t-o-]-n-a-k-u-#-k-i-[-z-o-k-u-cl-p-o-]-i-#-y-o-[-o-]-n-a-#-k-i-[-g-a-s-u-]-r-u-$
BASIC5000_0407	5	6	平板→]@5(ashi]ga) | ]@1(yo]ke)→]@5(ere]ba) | 平板→]@3(aka]ba) | ]@7(oge]ta)→]@5(ito]ge) | ]@1(yo]on)→]@2(yoo]na) | ]@3(ono]da)=同じ	^-d-e-[-d-a-sh-i-g-a-#-y-o-]-k-e-r-e-b-a-_-n-a-[-k-a-b-a-#-y-a-[-r-i-t-o-g-e-]-t-a-#-y-o-]-o-n-a-#-m-o-[-n-o-]-d-a-$	^-d-e-[-d-a-sh-i-]-g-a-#-y-o-[-k-e-r-e-]-b-a-_-n-a-[-k-a-]-b-a-#-y-a-[-r-i-t-o-]-g-e-t-a-#-y-o-[-o-]-n-a-#-m-o-[-n-o-]-d-a-$
BASIC5000_0408	4	6	平板→]@5(ashi]mo) | ]@1(pa]at)→]@4(ati]in) | ]@1(ku]ru)→]@3(uru]be) | 平板=同じ | ]@1(ka]re)→]@3(are]wa) | ]@7(uwa]et)=同じ	^-w-a-[-t-a-sh-i-m-o-#-p-a-]-a-t-i-i-n-i-#-k-u-]-r-u-b-e-k-i-d-a-_-t-o-[-_-k-a-]-r-e-w-a-#-ts-u-[-k-e-k-u-w-a-]-e-t-a-$	^-w-a-[-t-a-sh-i-]-m-o-#-p-a-[-a-t-i-]-i-n-i-#-k-u-[-r-u-]-b-e-k-i-d-a-_-t-o-[-_-k-a-[-r-e-]-w-a-#-ts-u-[-k-e-k-u-w-a-]-e-t-a-$
BASIC5000_0409	4	5	平板→]@3(oke]es) | ]@7(ate]ru)→]@9(eru]no) | 平板→]@5(ashi]wa) | ]@8(aNi]jo)→]@6(uka]Ni) | ]@3(aka]clt)=同じ	^-m-o-[-k-e-e-s-e-N-o-#-k-u-[-m-i-t-a-t-e-]-r-u-n-o-n-i-_-w-a-[-t-a-sh-i-w-a-#-i-[-cl-sh-u-u-k-a-N-i-]-j-o-o-#-k-a-[-k-a-]-cl-t-a-$	^-m-o-[-k-e-]-e-s-e-N-o-#-k-u-[-m-i-t-a-t-e-r-u-]-n-o-n-i-_-w-a-[-t-a-sh-i-]-w-a-#-i-[-cl-sh-u-u-k-a-]-N-i-j-o-o-#-k-a-[-k-a-]-cl-t-a-$
BASIC5000_0410	6	6	]@7(iyo]ri)→]@3(ata]shi) | ]@1(ha]ha)→]@3(aha]no) | ]@1(ho]og)→]@2(hoo]ga) | ]@1(shi]ke)→]@3(ike]Nn) | 平板→]@4(clka]o) | 平板→]@5(pai]shi)	^-w-a-[-t-a-sh-i-y-o-]-r-i-m-o-_-h-a-]-h-a-n-o-#-h-o-]-o-g-a-#-sh-i-]-k-e-N-n-o-#-k-e-[-cl-k-a-o-#-sh-i-[-N-p-a-i-sh-i-t-e-i-r-u-$	^-w-a-[-t-a-]-sh-i-y-o-r-i-m-o-_-h-a-[-h-a-]-n-o-#-h-o-[-o-]-g-a-#-sh-i-[-k-e-]-N-n-o-#-k-e-[-cl-k-a-]-o-#-sh-i-[-N-p-a-i-]-sh-i-t-e-i-r-u-$
BASIC5000_0411	2	3	]@5(ibe]cld)→]@8(cldo]no) | ]@11(ata]o)→]@7(ate]ka) | ]@12(ema]su)=同じ	^-k-a-[-N-i-b-e-]-cl-d-o-n-o-#-k-u-[-m-i-t-a-t-e-k-a-t-a-]-o-_-o-[-sh-i-e-t-e-m-o-r-a-e-m-a-]-s-u-k-a-?-$	^-k-a-[-N-i-b-e-cl-d-o-]-n-o-#-k-u-[-m-i-t-a-t-e-]-k-a-t-a-o-_-o-[-sh-i-e-t-e-m-o-r-a-e-m-a-]-s-u-k-a-?-$
BASIC5000_0412	4	7	]@1(ku]ga)→]@3(uga]tsu) | ]@1(ka]no)→]@5(ojo]to) | ]@4(ria]clt)→]@3(iri]acl) | 平板=同じ | ]@2(ichi]ne)→]@4(ine]N) | ]@7(oto]ni)=同じ | ]@1(na]ru)=同じ	^-k-u-]-g-a-ts-u-d-e-#-k-a-]-n-o-j-o-t-o-#-sh-i-[-r-i-a-]-cl-t-e-_-m-a-[-r-u-#-i-[-ch-i-]-n-e-N-#-t-a-[-ts-u-k-o-t-o-]-n-i-#-n-a-]-r-u-$	^-k-u-[-g-a-]-ts-u-d-e-#-k-a-[-n-o-j-o-]-t-o-#-sh-i-[-r-i-]-a-cl-t-e-_-m-a-[-r-u-#-i-[-ch-i-n-e-]-N-#-t-a-[-ts-u-k-o-t-o-]-n-i-#-n-a-]-r-u-$
BASIC5000_0413	5	5	]@6(uru]no)→]@4(isu]ru) | ]@0(i]tsu)→]@2(itsu]ga) | ]@9(gai]ik)→]@5(ugo]og) | 平板→]@4(ira]se) | ]@8(ema]su)→]@2(ita]da)	^-o-[-a-i-s-u-r-u-]-n-o-w-a-#-i-]-ts-u-g-a-#-g-o-[-ts-u-g-o-o-g-a-i-]-i-k-a-_-o-[-sh-i-r-a-s-e-#-i-[-t-a-d-a-k-e-m-a-]-s-u-k-a-?-$	^-o-[-a-i-s-u-]-r-u-n-o-w-a-#-i-[-ts-u-]-g-a-#-g-o-[-ts-u-g-o-]-o-g-a-i-i-k-a-_-o-[-sh-i-r-a-]-s-e-#-i-[-t-a-]-d-a-k-e-m-a-s-u-k-a-?-$
BASIC5000_0414	2	2	平板→]@6(umi]wa) | 平板→]@3(clto]yu)	^-o-[-y-a-s-u-m-i-w-a-_-a-[-cl-t-o-y-u-u-m-a-n-i-o-w-a-cl-t-e-sh-i-m-a-cl-t-a-$	^-o-[-y-a-s-u-m-i-]-w-a-_-a-[-cl-t-o-]-y-u-u-m-a-n-i-o-w-a-cl-t-e-sh-i-m-a-cl-t-a-$
BASIC5000_0415	10	11	]@7(aka]i)→]@5(ara]ka) | ]@0(u]ur)→]@3(uru]no) | ]@1(ho]og)→]@2(hoo]ga) | 平板→]@2(ara]i) | ]@0(u]ur)→]@5(uyo]ri) | ]@1(ko]ok)→]@4(oka]de) | 平板=同じ | 平板→]@7(ato]mo) | 平板→]@7(Nse]en) | ]@7(ose]Ni)→]@4(Nko]os) | ]@8(dea]ru)→]@4(oto]od)	^-y-a-[-w-a-r-a-k-a-]-i-#-u-]-u-r-u-n-o-#-h-o-]-o-g-a-_-a-[-r-a-i-#-u-]-u-r-u-y-o-r-i-#-k-o-]-o-k-a-d-e-_-s-o-[-n-o-_-d-o-[-ch-i-r-a-t-o-m-o-#-n-a-[-i-r-o-N-s-e-e-n-o-#-j-i-[-N-k-o-o-s-e-]-N-i-y-o-r-i-_-j-o-[-o-t-o-o-d-e-a-]-r-u-$	^-y-a-[-w-a-r-a-]-k-a-i-#-u-[-u-r-u-]-n-o-#-h-o-[-o-]-g-a-_-a-[-r-a-]-i-#-u-[-u-r-u-y-o-]-r-i-#-k-o-[-o-k-a-]-d-e-_-s-o-[-n-o-_-d-o-[-ch-i-r-a-t-o-]-m-o-#-n-a-[-i-r-o-N-s-e-]-e-n-o-#-j-i-[-N-k-o-]-o-s-e-N-i-y-o-r-i-_-j-o-[-o-t-o-]-o-d-e-a-r-u-$
BASIC5000_0416	3	4	]@13(uko]ta)=同じ | ]@0(i]ma)→]@2(ima]wa) | 平板→]@4(chio]ya) | 平板→]@10(oku]ri)	^-n-e-[-N-ch-o-o-n-o-m-u-s-u-k-o-]-t-a-ch-i-w-a-_-i-]-m-a-w-a-#-ch-i-[-ch-i-o-y-a-k-a-r-a-#-m-a-[-cl-t-a-k-u-d-o-k-u-r-i-ts-u-sh-i-t-e-i-r-u-$	^-n-e-[-N-ch-o-o-n-o-m-u-s-u-k-o-]-t-a-ch-i-w-a-_-i-[-m-a-]-w-a-#-ch-i-[-ch-i-o-]-y-a-k-a-r-a-#-m-a-[-cl-t-a-k-u-d-o-k-u-]-r-i-ts-u-sh-i-t-e-i-r-u-$
BASIC5000_0417	4	4	]@1(sho]on)→]@4(ono]ow) | ]@3(etsu]ek)→]@4(tsue]ki) | 平板→]@3(uda]Nn) | 平板→]@10(osu]ru)	^-sh-o-]-o-n-o-o-w-a-_-k-e-[-ts-u-]-e-k-i-n-o-#-f-u-[-d-a-N-n-o-ky-o-o-ky-u-u-o-#-h-i-[-ts-u-y-o-o-t-o-s-u-r-u-$	^-sh-o-[-o-n-o-]-o-w-a-_-k-e-[-ts-u-e-]-k-i-n-o-#-f-u-[-d-a-]-N-n-o-ky-o-o-ky-u-u-o-#-h-i-[-ts-u-y-o-o-t-o-s-u-]-r-u-$
BASIC5000_0418	5	5	]@1(ka]ecl)→]@2(kae]clt) | ]@1(ku]ru)→]@3(uru]ma) | 平板→]@3(oko]de) | ]@1(ma]clt)→]@5(tei]te) | ]@5(asa]i)→]@3(uda]sa)	^-k-a-]-e-cl-t-e-#-k-u-]-r-u-m-a-d-e-_-k-o-[-k-o-d-e-#-m-a-]-cl-t-e-i-t-e-#-k-u-[-d-a-s-a-]-i-$	^-k-a-[-e-]-cl-t-e-#-k-u-[-r-u-]-m-a-d-e-_-k-o-[-k-o-]-d-e-#-m-a-[-cl-t-e-i-]-t-e-#-k-u-[-d-a-]-s-a-i-$
BASIC5000_0419	4	6	]@3(aka]re)→]@5(are]ta) | ]@1(ha]ha)→]@3(aha]no) | 平板→]@2(kao]ga) | ]@1(ma]da)=同じ | ]@1(me]ni)=同じ | ]@3(oko]clt)→]@7(tei]ru)	^-w-a-[-k-a-]-r-e-t-a-#-h-a-]-h-a-n-o-#-k-a-[-o-g-a-_-m-a-]-d-a-#-m-e-]-n-i-#-n-o-[-k-o-]-cl-t-e-i-r-u-$	^-w-a-[-k-a-r-e-]-t-a-#-h-a-[-h-a-]-n-o-#-k-a-[-o-]-g-a-_-m-a-]-d-a-#-m-e-]-n-i-#-n-o-[-k-o-cl-t-e-i-]-r-u-$
BASIC5000_0420	4	5	]@1(me]ey)→]@4(eyo]ni) | ]@5(awa]ru)→]@3(aka]wa) | ]@7(ina]no)→]@9(ano]de) | ]@1(ka]re)→]@3(are]wa) | ]@2(oko]clt)=同じ	^-m-e-]-e-y-o-n-i-#-k-a-[-k-a-w-a-]-r-u-#-m-o-[-N-d-a-i-n-a-]-n-o-d-e-_-k-a-]-r-e-w-a-#-o-[-k-o-]-cl-t-a-$	^-m-e-[-e-y-o-]-n-i-#-k-a-[-k-a-]-w-a-r-u-#-m-o-[-N-d-a-i-n-a-n-o-]-d-e-_-k-a-[-r-e-]-w-a-#-o-[-k-o-]-cl-t-a-$
BASIC5000_0421	5	8	]@6(oga]ku)→]@10(usha]to) | 平板→]@5(ashi]no) | ]@1(mi]Nz)→]@6(oku]no) | ]@8(uyo]osh)→]@11(oshi]ki) | ]@1(tsu]it)→]@2(tsui]te) | ]@2(ito]gu)=同じ | ]@11(ome]ru)=同じ | ]@3(ito]ta)=同じ	^-k-o-[-o-k-o-g-a-]-k-u-sh-a-t-o-w-a-_-m-u-[-k-a-sh-i-n-o-#-m-i-]-N-z-o-k-u-n-o-#-s-e-[-e-k-a-ts-u-y-o-]-o-sh-i-k-i-n-i-#-ts-u-]-i-t-e-n-o-#-i-[-t-o-]-g-u-ch-i-o-_-s-a-[-g-a-sh-i-m-o-t-o-m-e-]-r-u-#-h-i-[-t-o-]-t-a-ch-i-d-e-a-r-u-$	^-k-o-[-o-k-o-g-a-k-u-sh-a-]-t-o-w-a-_-m-u-[-k-a-sh-i-]-n-o-#-m-i-[-N-z-o-k-u-]-n-o-#-s-e-[-e-k-a-ts-u-y-o-o-sh-i-]-k-i-n-i-#-ts-u-[-i-]-t-e-n-o-#-i-[-t-o-]-g-u-ch-i-o-_-s-a-[-g-a-sh-i-m-o-t-o-m-e-]-r-u-#-h-i-[-t-o-]-t-a-ch-i-d-e-a-r-u-$
BASIC5000_0422	3	3	]@14(oho]No)→]@12(uno]ho) | ]@9(Nku]ra)→]@3(clshu]uk) | ]@11(ema]su)→]@15(uka]?)	^-t-e-[-z-u-k-a-o-s-a-m-u-n-o-h-o-]-N-o-_-i-[-cl-sh-u-u-k-a-N-k-u-]-r-a-i-#-k-a-[-sh-i-t-e-k-u-r-e-m-a-]-s-u-k-a-?-$	^-t-e-[-z-u-k-a-o-s-a-m-u-n-o-]-h-o-N-o-_-i-[-cl-sh-u-]-u-k-a-N-k-u-r-a-i-#-k-a-[-sh-i-t-e-k-u-r-e-m-a-s-u-k-a-]-?-$
BASIC5000_0423	3	6	平板=同じ | ]@0(a]ru)=同じ | ]@3(ito]ta)→]@7(achi]wa) | 平板=同じ | 平板→]@5(epu]sho) | 平板→]@10(ite]it)	^-n-a-[-n-o-#-a-]-r-u-#-h-i-[-t-o-]-t-a-ch-i-w-a-_-m-i-[-N-n-a-_-r-e-[-s-e-p-u-sh-o-N-n-i-#-sh-u-[-cl-s-e-k-i-sh-i-t-e-i-t-a-$	^-n-a-[-n-o-#-a-]-r-u-#-h-i-[-t-o-t-a-ch-i-]-w-a-_-m-i-[-N-n-a-_-r-e-[-s-e-p-u-]-sh-o-N-n-i-#-sh-u-[-cl-s-e-k-i-sh-i-t-e-]-i-t-a-$
BASIC5000_0424	5	6	平板→]@4(oho]on) | 平板→]@4(Njo]o) | ]@0(a]ku)→]@2(aku]ma) | ]@1(ta]ir)→]@4(iro]o) | ]@3(atsu]da)=同じ | 平板→]@4(Nza]i)	^-k-o-[-o-h-o-o-n-o-t-e-k-i-w-a-_-g-e-[-N-j-o-o-_-a-]-k-u-m-a-d-e-#-t-a-]-i-r-o-o-#-t-a-[-ts-u-]-d-a-k-e-n-o-#-s-o-[-N-z-a-i-$	^-k-o-[-o-h-o-]-o-n-o-t-e-k-i-w-a-_-g-e-[-N-j-o-]-o-_-a-[-k-u-]-m-a-d-e-#-t-a-[-i-r-o-]-o-#-t-a-[-ts-u-]-d-a-k-e-n-o-#-s-o-[-N-z-a-]-i-$
BASIC5000_0425	3	4	平板→]@4(icho]oo) | ]@13(ire]ba)=同じ | ]@1(ka]re)→]@3(are]wa) | ]@1(ku]ru)→]@3(uru]da)	^-t-a-[-i-ch-o-o-o-#-k-a-[-i-f-u-k-u-sh-i-t-e-i-r-e-]-b-a-_-k-a-]-r-e-w-a-#-k-u-]-r-u-d-a-r-o-o-$	^-t-a-[-i-ch-o-]-o-o-#-k-a-[-i-f-u-k-u-sh-i-t-e-i-r-e-]-b-a-_-k-a-[-r-e-]-w-a-#-k-u-[-r-u-]-d-a-r-o-o-$
BASIC5000_0426	6	6	平板→]@6(uno]ok) | ]@3(abe]mo)→]@7(ono]ni) | ]@5(etsu]ka)→]@7(uka]No) | 平板→]@6(ina]ku) | 平板→]@3(oyu]u) | 平板→]@2(oha]na)	^-k-u-[-u-y-u-n-o-o-k-a-g-e-d-e-_-t-a-[-b-e-]-m-o-n-o-n-i-#-k-i-[-s-e-ts-u-]-k-a-N-o-#-k-a-[-N-j-i-n-a-k-u-n-a-cl-t-a-_-t-o-[-y-u-u-#-o-[-h-a-n-a-sh-i-d-e-s-u-$	^-k-u-[-u-y-u-n-o-]-o-k-a-g-e-d-e-_-t-a-[-b-e-m-o-n-o-]-n-i-#-k-i-[-s-e-ts-u-k-a-]-N-o-#-k-a-[-N-j-i-n-a-]-k-u-n-a-cl-t-a-_-t-o-[-y-u-]-u-#-o-[-h-a-]-n-a-sh-i-d-e-s-u-$
BASIC5000_0427	5	6	]@1(ka]na)→]@3(ana]in) | 平板→]@3(uchi]o) | ]@3(iku]no)→]@5(uno]wa) | ]@1(mo]o)=同じ | 平板→]@3(Nza]ri) | 平板→]@4(tei]ma)	^-k-a-]-n-a-i-n-o-#-g-u-[-ch-i-o-#-k-i-[-k-u-]-n-o-w-a-_-m-o-]-o-#-u-[-N-z-a-r-i-#-sh-i-[-t-e-i-m-a-s-u-$	^-k-a-[-n-a-]-i-n-o-#-g-u-[-ch-i-]-o-#-k-i-[-k-u-n-o-]-w-a-_-m-o-]-o-#-u-[-N-z-a-]-r-i-#-sh-i-[-t-e-i-]-m-a-s-u-$
BASIC5000_0428	4	4	平板→]@3(oho]ow) | ]@1(sa]ra)→]@3(ara]ni) | ]@9(gaa]ru)→]@6(etsu]ga) | 平板→]@3(uta]et)	^-y-o-[-h-o-o-w-a-_-s-a-]-r-a-n-i-#-k-o-[-o-s-e-ts-u-g-a-a-]-r-u-t-o-#-ts-u-[-t-a-e-t-e-i-t-a-$	^-y-o-[-h-o-]-o-w-a-_-s-a-[-r-a-]-n-i-#-k-o-[-o-s-e-ts-u-]-g-a-a-r-u-t-o-#-ts-u-[-t-a-]-e-t-e-i-t-a-$
BASIC5000_0429	3	4	]@4(oyo]oj)=同じ | ]@11(ata]ga)→]@7(omi]ka) | ]@9(eto]wa)→]@3(are]wa) | 平板→]@3(iga]u)	^-t-o-[-o-y-o-]-o-j-i-N-w-a-_-m-o-[-n-o-n-o-m-i-k-a-t-a-]-g-a-#-w-a-[-r-e-w-a-r-e-t-o-]-w-a-#-ch-i-[-g-a-u-$	^-t-o-[-o-y-o-]-o-j-i-N-w-a-_-m-o-[-n-o-n-o-m-i-]-k-a-t-a-g-a-#-w-a-[-r-e-]-w-a-r-e-t-o-w-a-#-ch-i-[-g-a-]-u-$
BASIC5000_0430	4	5	]@4(ore]esh)=同じ | ]@1(ke]an)→]@2(kea]ni) | ]@1(tsu]it)→]@2(tsui]te) | ]@5(gae]na)→]@11(ere]ba) | ]@3(ara]na)→]@5(ana]i)	^-k-o-[-o-r-e-]-e-sh-a-n-o-#-k-e-]-a-n-i-#-ts-u-]-i-t-e-_-k-a-[-N-g-a-e-]-n-a-k-e-r-e-b-a-#-n-a-[-r-a-]-n-a-i-$	^-k-o-[-o-r-e-]-e-sh-a-n-o-#-k-e-[-a-]-n-i-#-ts-u-[-i-]-t-e-_-k-a-[-N-g-a-e-n-a-k-e-r-e-]-b-a-#-n-a-[-r-a-n-a-]-i-$
BASIC5000_0431	6	8	]@1(ma]da)=同じ | ]@3(oto]ba)→]@6(bai]o) | ]@12(oto]ga)→]@6(Nshi]ta) | ]@1(na]in)→]@2(nai]na) | ]@1(ze]hi)→]@3(ehi]ich) | ]@3(ame]shi)→]@5(eshi]te) | ]@1(mi]ru)→]@3(iru]to) | 平板=同じ	^-m-a-]-d-a-#-o-[-o-t-o-]-b-a-i-o-#-u-[-N-t-e-N-sh-i-t-a-k-o-t-o-]-g-a-#-n-a-]-i-n-a-r-a-_-z-e-]-h-i-i-ch-i-d-o-_-t-a-[-m-e-]-sh-i-t-e-#-m-i-]-r-u-t-o-#-i-[-i-$	^-m-a-]-d-a-#-o-[-o-t-o-b-a-i-]-o-#-u-[-N-t-e-N-sh-i-]-t-a-k-o-t-o-g-a-#-n-a-[-i-]-n-a-r-a-_-z-e-[-h-i-]-i-ch-i-d-o-_-t-a-[-m-e-sh-i-]-t-e-#-m-i-[-r-u-]-t-o-#-i-[-i-$
BASIC5000_0432	4	5	]@5(iga]clt)→]@3(achi]ga) | ]@2(ana]ta)→]@4(ata]no) | 平板→]@3(ega]mi) | 平板→]@6(eshi]ma) | ]@7(ase]N)=同じ	^-m-a-[-ch-i-g-a-]-cl-t-e-_-a-[-n-a-]-t-a-n-o-#-t-e-[-g-a-m-i-o-#-a-[-k-e-t-e-sh-i-m-a-cl-t-e-#-s-u-[-m-i-m-a-s-e-]-N-$	^-m-a-[-ch-i-]-g-a-cl-t-e-_-a-[-n-a-t-a-]-n-o-#-t-e-[-g-a-]-m-i-o-#-a-[-k-e-t-e-sh-i-]-m-a-cl-t-e-#-s-u-[-m-i-m-a-s-e-]-N-$
BASIC5000_0433	5	5	平板→]@8(uho]ka) | 平板→]@3(iyu]ud) | ]@1(ka]re)→]@3(are]ni) | 平板→]@3(ega]mi) | ]@1(ka]it)→]@6(ano]de)	^-m-a-[-cl-t-a-k-u-h-o-k-a-n-o-#-r-i-[-y-u-u-d-e-_-k-a-]-r-e-n-i-#-t-e-[-g-a-m-i-o-#-k-a-]-i-t-a-n-o-d-e-s-u-$	^-m-a-[-cl-t-a-k-u-h-o-]-k-a-n-o-#-r-i-[-y-u-]-u-d-e-_-k-a-[-r-e-]-n-i-#-t-e-[-g-a-]-m-i-o-#-k-a-[-i-t-a-n-o-]-d-e-s-u-$
BASIC5000_0434	4	5	]@1(me]ga)→]@3(ega]ne) | ]@3(ake]re)→]@5(ere]ba) | ]@7(oshi]ryo)→]@3(imi]no) | 平板→]@7(esa]re) | ]@3(aro]o)=同じ	^-m-e-]-g-a-n-e-o-#-k-a-[-k-e-]-r-e-b-a-_-k-i-[-m-i-n-o-sh-i-]-ry-o-k-u-w-a-#-ky-o-[-o-s-e-e-s-a-r-e-r-u-#-d-a-[-r-o-]-o-$	^-m-e-[-g-a-]-n-e-o-#-k-a-[-k-e-r-e-]-b-a-_-k-i-[-m-i-]-n-o-sh-i-ry-o-k-u-w-a-#-ky-o-[-o-s-e-e-s-a-]-r-e-r-u-#-d-a-[-r-o-]-o-$
BASIC5000_0435	3	4	平板→]@5(omo]na) | 平板→]@5(oto]ni) | ]@5(ana]ke)→]@9(ere]ba) | ]@6(ase]Ny)=同じ	^-m-a-[-t-o-m-o-n-a-#-sh-i-[-g-o-t-o-n-i-#-ts-u-[-k-a-n-a-]-k-e-r-e-b-a-#-i-[-k-e-m-a-s-e-]-N-y-o-?-$	^-m-a-[-t-o-m-o-]-n-a-#-sh-i-[-g-o-t-o-]-n-i-#-ts-u-[-k-a-n-a-k-e-r-e-]-b-a-#-i-[-k-e-m-a-s-e-]-N-y-o-?-$
BASIC5000_0436	3	5	]@1(be]Nz)→]@4(Nza]ni) | ]@2(oshi]clk)=同じ | ]@6(clta]ra)→]@3(icha]clt) | 平板=同じ | ]@3(uku]no)→]@5(uno]yo)	^-b-e-]-N-z-a-n-i-#-o-[-sh-i-]-cl-k-o-#-sh-i-[-ch-a-cl-t-a-]-r-a-_-ch-a-[-N-t-o-#-f-u-[-k-u-]-n-o-y-o-?-$	^-b-e-[-N-z-a-]-n-i-#-o-[-sh-i-]-cl-k-o-#-sh-i-[-ch-a-]-cl-t-a-r-a-_-ch-a-[-N-t-o-#-f-u-[-k-u-n-o-]-y-o-?-$
